signal_id,frequency_id,forward_horizon_sessions,dispersion_regime,ic_observation_count,ic_mean,ic_median,ic_standard_deviation,ic_information_ratio,ic_positive_frequency,ic_hac_lag,ic_hac_standard_error,ic_hac_t_statistic,ic_hac_p_value,ic_confidence_interval_low,ic_confidence_interval_high,spread_observation_count,spread_mean,spread_median,spread_standard_deviation,spread_information_ratio,spread_positive_frequency,spread_hac_lag,spread_hac_standard_error,spread_hac_t_statistic,spread_hac_p_value,spread_confidence_interval_low,spread_confidence_interval_high,spearman_dispersion_vs_date_ic,spearman_dispersion_vs_date_spread,diagnostic_only_no_timing_rule,historical_eligibility_warning
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,21,HIGH,117,0.06809091837010166,0.047982568175047674,0.3884932976395437,0.17526922287673172,0.5555555555555556,4,0.050209922495400405,1.356124745588669,0.17505948070329458,-0.03031872138743061,0.16650055812763392,117,0.006536564134055104,0.0038347069822800006,0.04568331241527166,0.14308428589057323,0.5128205128205128,4,0.006746872997935777,0.968828690869827,0.33263066904246785,-0.006687063950164801,0.01976019221827501,-0.01297850882358242,-0.08727078658705106,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,21,LOW,129,0.06417433704519025,0.0469879566277098,0.4126036312261646,0.15553507576867087,0.5736434108527132,4,0.058078010503298264,1.1049678955780653,0.26917350051505706,-0.049656471835013316,0.17800514592539382,131,0.012710454800504407,0.005768180227936962,0.049473818460368496,0.256912750946973,0.5725190839694656,4,0.0067354853838973465,1.8870881719811217,0.05914846732488039,-0.0004908539703303311,0.025911763571339147,-0.01297850882358242,-0.08727078658705106,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,42,HIGH,117,0.08315631546998557,0.07512725200177074,0.4164152442067879,0.19969565626346505,0.5555555555555556,8,0.07356661201219862,1.1303540178824167,0.2583270814109896,-0.06103159453855543,0.22734422547852656,117,0.013189374906849962,0.0042503480049851765,0.06615554396970927,0.1993691551064715,0.5299145299145299,8,0.012653295975004353,1.0423667424601932,0.2972416794608431,-0.011610629489884198,0.03798937930358412,-0.08453619162628925,-0.11436658238940162,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,42,LOW,125,0.13009934865549574,0.17079393697362158,0.4195360258895233,0.3101029247241687,0.624,8,0.08360483887901171,1.5561222340703067,0.1196790288596476,-0.03376312448064128,0.29396182179163277,126,0.02763089869548037,0.022302902594631094,0.06884424639599636,0.40135378251576365,0.6190476190476191,8,0.01418590320182692,1.9477715519673042,0.05144230416555305,-0.00017296066827183001,0.055434758059232564,-0.08453619162628925,-0.11436658238940162,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,HIGH,116,0.14688720232322847,0.1466421058722866,0.38988049564438315,0.37674929616691283,0.6120689655172413,12,0.07760322351872947,1.892797691422926,0.05838477870809732,-0.0052123208576929925,0.29898672550414995,116,0.03224102239976308,0.02019984006183859,0.07885714743062967,0.4088535212122069,0.6120689655172413,12,0.017453764661233773,1.847224540123026,0.06471460415793166,-0.001967727730893057,0.06644977253041921,-0.06689043650665737,-0.07891496758833759,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,WEEKLY_WEDNESDAY,63,LOW,123,0.10828492873372728,0.171423694142684,0.4440948399856013,0.24383289104921407,0.6341463414634146,12,0.09597028301531693,1.1283172804277852,0.2591859480945842,-0.07981336956240997,0.2963832270298645,123,0.03298165110509196,0.025764364777864115,0.08607198141973925,0.38318684618463,0.6422764227642277,12,0.020447262511274232,1.613010596744014,0.10674220559531675,-0.007094246999441556,0.07305754920962547,-0.06689043650665737,-0.07891496758833759,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,MONTH_END,21,HIGH,26,-0.0103682079003151,-0.0739761653905861,0.4102262419158487,-0.025274365315815096,0.3076923076923077,1,0.08273596237181828,-0.12531682237187275,0.9002727348407917,-0.17252771437534004,0.15179129857470985,26,-0.0003189555788885125,-0.003766813551647128,0.044934493545830304,-0.007098234646023065,0.38461538461538464,1,0.009250632294792298,-0.03447932732858386,0.9724949269474891,-0.018449861710904528,0.017811950553127502,-0.1371660245272091,-0.2541208791208791,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,MONTH_END,21,LOW,30,0.11901529537351835,0.11146461374510991,0.39780467447064577,0.29918023344469413,0.6333333333333333,1,0.07137865826155054,1.6673792737517479,0.09543901248876913,-0.02088430408391309,0.25891489483094976,32,0.014741099412128741,0.007449285924566405,0.048055582235539074,0.30675103133444287,0.65625,1,0.008685545510579692,1.6971990296030224,0.08965903853731073,-0.002282256974691012,0.031764455798948495,-0.1371660245272091,-0.2541208791208791,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,MONTH_END,42,HIGH,26,0.025704506257549668,-0.07605000934935156,0.4584308499986525,0.05607062931655935,0.5,1,0.09592226688557474,0.267972255995706,0.7887206744640918,-0.1622996821536159,0.21370869466871523,26,0.012428303714833885,-0.009698135383428718,0.07804596219063854,0.15924339153479788,0.4230769230769231,1,0.01716253546516915,0.7241531264454926,0.46897173183397256,-0.021209647680289028,0.046066255109956794,-0.13516657852987837,-0.1796731384251215,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,MONTH_END,42,LOW,29,0.12423550705120463,0.10073154371924734,0.382483155124543,0.32481301564967335,0.6551724137931034,1,0.07836094368128695,1.5854263771567212,0.11286949209928503,-0.029349120358689293,0.27782013446109854,30,0.022019494744137825,0.019281873567683284,0.05681941350603806,0.387534706633286,0.6666666666666666,1,0.011991811107883787,1.8362109397855282,0.06632646533662424,-0.0014840231367217634,0.045523012624997417,-0.13516657852987837,-0.1796731384251215,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,MONTH_END,63,HIGH,26,0.10828346845319968,0.020494460447137,0.4610730193699542,0.23485101904502367,0.5,2,0.11587258653245532,0.9345046286929138,0.3500436494634904,-0.11882262794591365,0.335389564852313,26,0.03419806648258818,0.001406977465715411,0.09092258965981237,0.3761228822291636,0.5,2,0.02301745838793578,1.4857446858907988,0.1373466660583598,-0.010915322973415319,0.07931145593859168,-0.13870519588774663,-0.17421505973881637,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,MONTH_END,63,LOW,29,0.13697019470410932,0.10459775956485924,0.4132106308451089,0.33147790613221734,0.6206896551724138,2,0.09174078136621304,1.4930131688910346,0.1354337398069583,-0.04283843268723153,0.31677882209545016,29,0.0252514685547035,0.03504930051549136,0.08349079203813503,0.3024461493091323,0.5862068965517241,2,0.018971264975132008,1.3310376818732823,0.18317661234786997,-0.011931527537721396,0.0624344646471284,-0.13870519588774663,-0.17421505973881637,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,WEEKLY_WEDNESDAY,21,HIGH,116,0.06567268358596355,0.028028120523761677,0.3883115124342131,0.1691237099159909,0.5344827586206896,4,0.04976072035794021,1.3197695514366545,0.18691197049271846,-0.03185653616036832,0.16320190333229542,116,0.006086985474201646,0.0011746349489918486,0.0458839387429538,0.13266048296990193,0.5,4,0.006686552688750843,0.9103323876355777,0.3626472430051737,-0.007018416976479468,0.01919238792488276,-0.027846318330767093,-0.10102652644796736,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,WEEKLY_WEDNESDAY,21,LOW,128,0.07294568623879553,0.04740294234628589,0.41313470370545535,0.1765663489039696,0.578125,4,0.05817492744461923,1.2539024876006526,0.2098774507571447,-0.04107507635588892,0.18696644883348,130,0.013341490022382052,0.006357001576038013,0.05061382896538709,0.26359377061762707,0.5769230769230769,4,0.006960638091209456,1.9167050272633672,0.05527541623531115,-0.00030110994580610957,0.026984089990570212,-0.027846318330767093,-0.10102652644796736,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,WEEKLY_WEDNESDAY,42,HIGH,116,0.07560423096376497,0.0676195643808619,0.41927206809481427,0.18032260366714392,0.5517241379310345,8,0.0729287154085555,1.0366867226471892,0.2998818818131156,-0.06733342467577512,0.21854188660330504,116,0.01213282757111112,0.0038964236419631554,0.0661322582621489,0.183463076718422,0.5258620689655172,8,0.01234802872681737,0.9825720234000689,0.325818119204327,-0.012068864013516903,0.036334519155739146,-0.08879335934743046,-0.12475921785240156,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
