signal_date,rank_bucket,family_count,mean_future_return,median_future_return,top_decile_frequency,top_quintile_frequency
2021-08-31,RANKS_2_3,2,-0.05652726602167102,-0.05652726602167102,0.0,0.0
2021-08-31,RANKS_4_5,2,-0.02881046024928885,-0.02881046024928885,0.0,0.0
2021-08-31,RANK_1,1,-0.033066444837266507,-0.033066444837266507,0.0,0.0
2021-08-31,REMAINING_UNIVERSE,9,0.010060031274064136,-0.024031644152548437,0.1111111111111111,0.2222222222222222
2021-09-30,RANKS_2_3,2,0.0761421659069883,0.0761421659069883,0.0,0.5
2021-09-30,RANKS_4_5,2,0.058661689274659645,0.058661689274659645,0.0,0.0
2021-09-30,RANK_1,1,0.09438725966207095,0.09438725966207095,1.0,1.0
2021-09-30,REMAINING_UNIVERSE,9,0.049976447974703055,0.05121091699782565,0.0,0.0
2021-10-29,RANKS_2_3,2,-0.014406066715578092,-0.014406066715578092,0.0,0.0
2021-10-29,RANKS_4_5,2,-0.05374993209035017,-0.05374993209035017,0.0,0.0
2021-10-29,RANK_1,1,-0.03602484472049716,-0.03602484472049716,0.0,0.0
2021-10-29,REMAINING_UNIVERSE,10,0.014033701566872236,-0.0005408391836231874,0.1,0.3
2021-11-30,RANKS_2_3,2,0.004723662327116573,0.004723662327116573,0.0,0.0
2021-11-30,RANKS_4_5,2,0.000724581534486346,0.000724581534486346,0.0,0.0
2021-11-30,RANK_1,1,-0.02904684860240847,-0.02904684860240847,0.0,0.0
2021-11-30,REMAINING_UNIVERSE,9,-0.007339134033338819,0.00438306336837857,0.1111111111111111,0.2222222222222222
2021-12-31,RANKS_2_3,2,0.0318511774868494,0.0318511774868494,0.5,0.5
2021-12-31,RANKS_4_5,2,-0.11204504757469763,-0.11204504757469763,0.0,0.0
2021-12-31,RANK_1,1,-0.10348779937673491,-0.10348779937673491,0.0,0.0
2021-12-31,REMAINING_UNIVERSE,9,-0.04441617321827734,-0.040206718346253445,0.0,0.1111111111111111
2022-01-31,RANKS_2_3,2,-0.071126242957191,-0.071126242957191,0.0,0.5
2022-01-31,RANKS_4_5,2,-0.04487407265415977,-0.04487407265415977,0.0,0.0
2022-01-31,RANK_1,1,0.05144745122718675,0.05144745122718675,0.0,0.0
2022-01-31,REMAINING_UNIVERSE,10,-0.0007620126617387424,-0.02532026335631682,0.1,0.2
2022-02-28,RANKS_2_3,2,0.12685125880480796,0.12685125880480796,0.5,0.5
2022-02-28,RANKS_4_5,2,0.024818632970447063,0.024818632970447063,0.0,0.0
2022-02-28,RANK_1,1,0.11297321562172691,0.11297321562172691,0.0,1.0
2022-02-28,REMAINING_UNIVERSE,11,0.042093521090799155,0.050711737587281425,0.0,0.09090909090909091
2022-03-31,RANKS_2_3,2,-0.02539657275538504,-0.02539657275538504,0.0,0.5
2022-03-31,RANKS_4_5,2,-0.0322430392926602,-0.0322430392926602,0.0,0.5
2022-03-31,RANK_1,1,0.043022317827372314,0.043022317827372314,1.0,1.0
2022-03-31,REMAINING_UNIVERSE,11,-0.05753973443451852,-0.05125000000000002,0.0,0.0
2022-04-29,RANKS_2_3,2,-0.06721797521348039,-0.06721797521348039,0.0,0.0
2022-04-29,RANKS_4_5,2,-0.049521088678258995,-0.049521088678258995,0.0,0.0
2022-04-29,RANK_1,1,0.13392626965712773,0.13392626965712773,1.0,1.0
2022-04-29,REMAINING_UNIVERSE,10,-0.0035481038247339837,-0.003662429833005243,0.0,0.2
2022-05-31,RANKS_2_3,2,-0.05320094647323215,-0.05320094647323215,0.0,0.0
2022-05-31,RANKS_4_5,2,-0.10146086256788767,-0.10146086256788767,0.0,0.0
2022-05-31,RANK_1,1,-0.18324428782539515,-0.18324428782539515,0.0,0.0
2022-05-31,REMAINING_UNIVERSE,10,-0.03185550816443903,-0.05053759891985482,0.1,0.3
2022-06-30,RANKS_2_3,2,0.04038202415070846,0.04038202415070846,0.0,0.0
2022-06-30,RANKS_4_5,2,0.034271903293531025,0.034271903293531025,0.0,0.0
2022-06-30,RANK_1,1,0.05956854558107172,0.05956854558107172,0.0,0.0
2022-06-30,REMAINING_UNIVERSE,10,0.03966563674952802,0.05055125664408755,0.1,0.3
2022-07-29,RANKS_2_3,2,0.03184546503128616,0.03184546503128616,0.0,0.0
2022-07-29,RANKS_4_5,2,0.04752380160695624,0.04752380160695624,0.0,0.5
2022-07-29,RANK_1,1,0.12741363457244126,0.12741363457244126,1.0,1.0
2022-07-29,REMAINING_UNIVERSE,11,-0.007757024122120052,-0.0028853720381217807,0.0,0.09090909090909091
2022-08-31,RANKS_2_3,2,-0.035832842534125164,-0.035832842534125164,0.0,0.0
2022-08-31,RANKS_4_5,2,-0.061225299218513274,-0.061225299218513274,0.0,0.0
2022-08-31,RANK_1,1,-0.07661078372924779,-0.07661078372924779,0.0,0.0
2022-08-31,REMAINING_UNIVERSE,10,-0.030747571513778927,-0.0378207917185967,0.1,0.3
2022-09-30,RANKS_2_3,2,0.06836335669031635,0.06836335669031635,0.0,0.0
2022-09-30,RANKS_4_5,2,0.015890003140383135,0.015890003140383135,0.0,0.0
2022-09-30,RANK_1,1,0.13851271085768646,0.13851271085768646,1.0,1.0
2022-09-30,REMAINING_UNIVERSE,10,0.010981267134104545,0.02823741318720019,0.0,0.2
2022-10-31,RANKS_2_3,2,0.007697632674493582,0.007697632674493582,0.0,0.0
2022-10-31,RANKS_4_5,2,-0.002865619285511878,-0.002865619285511878,0.0,0.0
2022-10-31,RANK_1,1,-0.06782136894824697,-0.06782136894824697,0.0,0.0
2022-10-31,REMAINING_UNIVERSE,11,0.05641021562070307,0.037237428389561344,0.09090909090909091,0.2727272727272727
2022-11-30,RANKS_2_3,2,-0.06199392535990711,-0.06199392535990711,0.0,0.0
2022-11-30,RANKS_4_5,2,-0.05238473640565522,-0.05238473640565522,0.0,0.0
2022-11-30,RANK_1,1,0.10234172353233029,0.10234172353233029,0.0,1.0
2022-11-30,REMAINING_UNIVERSE,12,-0.020539842511738415,-0.03571147778684047,0.08333333333333333,0.16666666666666666
2022-12-30,RANKS_2_3,2,0.036079834481614226,0.036079834481614226,0.0,0.0
2022-12-30,RANKS_4_5,2,0.010369204703623458,0.010369204703623458,0.0,0.0
2022-12-30,RANK_1,1,0.13579712653626452,0.13579712653626452,0.0,1.0
2022-12-30,REMAINING_UNIVERSE,12,0.08784725842851586,0.08359870147885962,0.08333333333333333,0.16666666666666666
2023-01-31,RANKS_2_3,2,-0.10991716613748903,-0.10991716613748903,0.0,0.0
2023-01-31,RANKS_4_5,2,-0.01143955592820195,-0.01143955592820195,0.0,0.0
2023-01-31,RANK_1,1,0.03086184561456995,0.03086184561456995,0.0,1.0
2023-01-31,REMAINING_UNIVERSE,12,-0.012810974161227692,-0.0027117201383752287,0.08333333333333333,0.16666666666666666
2023-02-28,RANKS_2_3,2,-0.017938080456924466,-0.017938080456924466,0.0,0.0
2023-02-28,RANKS_4_5,2,0.0341301450544077,0.0341301450544077,0.0,0.5
2023-02-28,RANK_1,1,-0.12337374334713191,-0.12337374334713191,0.0,0.0
2023-02-28,REMAINING_UNIVERSE,14,-0.023349732321258698,-0.02061439015413341,0.07142857142857142,0.14285714285714285
2023-03-31,RANKS_2_3,2,-0.015809041777040123,-0.015809041777040123,0.0,0.5
2023-03-31,RANKS_4_5,2,-0.013393211034934738,-0.013393211034934738,0.0,0.5
2023-03-31,RANK_1,1,-0.0645468202303453,-0.0645468202303453,0.0,0.0
2023-03-31,REMAINING_UNIVERSE,14,-0.05088960127700648,-0.05926417179654386,0.07142857142857142,0.07142857142857142
2023-04-28,RANKS_2_3,2,-0.03756576566698627,-0.03756576566698627,0.0,0.0
2023-04-28,RANKS_4_5,2,0.03249793018800329,0.03249793018800329,0.0,0.0
2023-04-28,RANK_1,1,0.18007601306139942,0.18007601306139942,0.0,1.0
2023-04-28,REMAINING_UNIVERSE,13,0.013688838660130768,-0.00496055002703244,0.07692307692307693,0.15384615384615385
2023-05-31,RANKS_2_3,2,0.026165708408972477,0.026165708408972477,0.0,0.0
2023-05-31,RANKS_4_5,2,-0.00676076461786046,-0.00676076461786046,0.0,0.0
2023-05-31,RANK_1,1,0.0277840780222276,0.0277840780222276,0.0,0.0
2023-05-31,REMAINING_UNIVERSE,16,0.027176915874228283,0.03801188954686119,0.125,0.25
2023-06-30,RANKS_2_3,2,0.00898153067634544,0.00898153067634544,0.0,0.0
2023-06-30,RANKS_4_5,2,0.014420333541037056,0.014420333541037056,0.0,0.0
2023-06-30,RANK_1,1,0.03696347787708332,0.03696347787708332,0.0,0.0
2023-06-30,REMAINING_UNIVERSE,16,0.02888449098251649,0.0256379716209838,0.125,0.25
2023-07-31,RANKS_2_3,2,0.006806576036327783,0.006806576036327783,0.0,0.5
2023-07-31,RANKS_4_5,2,-0.0012646271775569318,-0.0012646271775569318,0.0,0.5
2023-07-31,RANK_1,1,-0.01751528260773083,-0.01751528260773083,0.0,0.0
2023-07-31,REMAINING_UNIVERSE,16,-0.021521389938400137,-0.028102230868468248,0.125,0.125
2023-08-31,RANKS_2_3,2,-0.01374557523519837,-0.01374557523519837,0.0,0.5
2023-08-31,RANKS_4_5,2,0.1032197689406475,0.1032197689406475,0.5,1.0
2023-08-31,RANK_1,1,-0.021848372296263685,-0.021848372296263685,0.0,0.0
2023-08-31,REMAINING_UNIVERSE,16,-0.046064200666824255,-0.03400053853420404,0.0625,0.0625
2023-09-29,RANKS_2_3,2,-0.031167694374965027,-0.031167694374965027,0.0,0.0
2023-09-29,RANKS_4_5,2,-0.0016826410047162677,-0.0016826410047162677,0.0,0.5
2023-09-29,RANK_1,1,0.02372136805773528,0.02372136805773528,0.0,1.0
2023-09-29,REMAINING_UNIVERSE,16,-0.04743641042368432,-0.05471900787850592,0.125,0.125
2023-10-31,RANKS_2_3,2,0.08009408665297024,0.08009408665297024,0.0,0.0
2023-10-31,RANKS_4_5,2,0.013062604805036848,0.013062604805036848,0.0,0.0
2023-10-31,RANK_1,1,0.012076258198982615,0.012076258198982615,0.0,0.0
2023-10-31,REMAINING_UNIVERSE,16,0.0809680407975325,0.07681486791738212,0.125,0.25
2023-11-30,RANKS_2_3,2,0.07688300898174227,0.07688300898174227,0.0,0.5
2023-11-30,RANKS_4_5,2,0.06962404926756949,0.06962404926756949,0.0,0.0
2023-11-30,RANK_1,1,0.004360993337370722,0.004360993337370722,0.0,0.0
2023-11-30,REMAINING_UNIVERSE,17,0.055587558555862934,0.05117724002616053,0.11764705882352941,0.17647058823529413
2023-12-29,RANKS_2_3,2,0.06198036276030583,0.06198036276030583,0.5,1.0
2023-12-29,RANKS_4_5,2,0.023018239214310898,0.023018239214310898,0.0,0.5
2023-12-29,RANK_1,1,-0.06525556890655348,-0.06525556890655348,0.0,0.0
2023-12-29,REMAINING_UNIVERSE,16,-0.05104403095261678,-0.047159105466781814,0.0625,0.0625
2024-01-31,RANKS_2_3,2,-0.058605412927851874,-0.058605412927851874,0.0,0.0
2024-01-31,RANKS_4_5,2,0.10568345737428908,0.10568345737428908,0.0,0.5
2024-01-31,RANK_1,1,0.16457993104699686,0.16457993104699686,1.0,1.0
2024-01-31,REMAINING_UNIVERSE,17,0.049800304822849015,0.05801776812871107,0.058823529411764705,0.11764705882352941
2024-02-29,RANKS_2_3,2,-0.015002939287910466,-0.015002939287910466,0.0,0.0
2024-02-29,RANKS_4_5,2,0.03669738200561168,0.03669738200561168,0.0,0.0
2024-02-29,RANK_1,1,0.010361483328139576,0.010361483328139576,0.0,0.0
2024-02-29,REMAINING_UNIVERSE,17,0.039270084063775725,0.025091898800992274,0.11764705882352941,0.23529411764705882
2024-03-28,RANKS_2_3,2,-0.028760548711852685,-0.028760548711852685,0.0,0.0
2024-03-28,RANKS_4_5,2,-0.015941208459359868,-0.015941208459359868,0.0,0.0
2024-03-28,RANK_1,1,-0.07471663196854028,-0.07471663196854028,0.0,0.0
2024-03-28,REMAINING_UNIVERSE,17,-0.0067958908258442105,-0.020964175143741715,0.11764705882352941,0.23529411764705882
2024-04-30,RANKS_2_3,2,0.06649912021416404,0.06649912021416404,0.5,0.5
2024-04-30,RANKS_4_5,2,0.03430764794367658,0.03430764794367658,0.0,0.0
2024-04-30,RANK_1,1,0.06304821333961308,0.06304821333961308,0.0,0.0
2024-04-30,REMAINING_UNIVERSE,17,0.026841238926265627,0.016775493101624184,0.058823529411764705,0.17647058823529413
2024-05-31,RANKS_2_3,2,-0.012015904874643046,-0.012015904874643046,0.0,0.5
2024-05-31,RANKS_4_5,2,-0.07355633564148406,-0.07355633564148406,0.0,0.0
2024-05-31,RANK_1,1,-0.04884261823014735,-0.04884261823014735,0.0,0.0
2024-05-31,REMAINING_UNIVERSE,17,-0.007289511953805058,0.003891728624535906,0.11764705882352941,0.17647058823529413
2024-06-28,RANKS_2_3,2,-0.0006279999632931577,-0.0006279999632931577,0.0,0.0
2024-06-28,RANKS_4_5,2,0.08045491419272532,0.08045491419272532,0.5,1.0
2024-06-28,RANK_1,1,-0.09733835005574121,-0.09733835005574121,0.0,0.0
2024-06-28,REMAINING_UNIVERSE,17,-0.003492212513572751,0.00043252595155740536,0.058823529411764705,0.11764705882352941
2024-07-31,RANKS_2_3,2,-0.029119074995181793,-0.029119074995181793,0.0,0.0
2024-07-31,RANKS_4_5,2,0.019380481413624917,0.019380481413624917,0.5,0.5
2024-07-31,RANK_1,1,0.012059369202226167,0.012059369202226167,0.0,0.0
2024-07-31,REMAINING_UNIVERSE,17,-0.016607243797532853,-0.015224483455025584,0.058823529411764705,0.17647058823529413
2024-08-30,RANKS_2_3,2,-0.039343503087429677,-0.039343503087429677,0.0,0.0
2024-08-30,RANKS_4_5,2,-0.029112709076146437,-0.029112709076146437,0.0,0.0
2024-08-30,RANK_1,1,0.031164069660861493,0.031164069660861493,0.0,0.0
2024-08-30,REMAINING_UNIVERSE,17,0.04033600473314552,0.019588635595338078,0.11764705882352941,0.23529411764705882
2024-09-30,RANKS_2_3,2,0.06903053090749589,0.06903053090749589,0.5,0.5
2024-09-30,RANKS_4_5,2,0.005929908712676457,0.005929908712676457,0.0,0.0
2024-09-30,RANK_1,1,0.03674074074074074,0.03674074074074074,0.0,0.0
2024-09-30,REMAINING_UNIVERSE,17,0.021967707031574874,0.013999169860438476,0.058823529411764705,0.17647058823529413
2024-10-31,RANKS_2_3,2,0.15662481654379357,0.15662481654379357,0.5,1.0
2024-10-31,RANKS_4_5,2,0.03407237658351814,0.03407237658351814,0.0,0.0
2024-10-31,RANK_1,1,-0.06116033152329248,-0.06116033152329248,0.0,0.0
2024-10-31,REMAINING_UNIVERSE,17,0.03863365377601622,0.0390647276874827,0.058823529411764705,0.11764705882352941
2024-11-29,RANKS_2_3,2,-0.01334317879093011,-0.01334317879093011,0.0,0.0
2024-11-29,RANKS_4_5,2,-0.039812900278016594,-0.039812900278016594,0.0,0.0
2024-11-29,RANK_1,1,-0.0007339449541287069,-0.0007339449541287069,0.0,0.0
2024-11-29,REMAINING_UNIVERSE,17,-0.0120623416785237,-0.013474707311685874,0.11764705882352941,0.23529411764705882
2024-12-31,RANKS_2_3,2,0.0761891505360216,0.0761891505360216,0.0,0.5
2024-12-31,RANKS_4_5,2,0.030447012112366334,0.030447012112366334,0.0,0.0
2024-12-31,RANK_1,1,0.05141388174807204,0.05141388174807204,0.0,0.0
2024-12-31,REMAINING_UNIVERSE,17,0.020883502050707332,0.01622299970913854,0.11764705882352941,0.17647058823529413
2025-01-31,RANKS_2_3,2,-0.03822671222075369,-0.03822671222075369,0.0,0.0
2025-01-31,RANKS_4_5,2,-0.07053692105381865,-0.07053692105381865,0.0,0.0
2025-01-31,RANK_1,1,-0.09302596344161129,-0.09302596344161129,0.0,0.0
2025-01-31,REMAINING_UNIVERSE,17,-0.025567963339107196,-0.0283998989653389,0.11764705882352941,0.23529411764705882
2025-02-28,RANKS_2_3,2,0.08696316643304758,0.08696316643304758,0.5,0.5
2025-02-28,RANKS_4_5,2,-0.08100039441298496,-0.08100039441298496,0.0,0.0
2025-02-28,RANK_1,1,0.03261254874158026,0.03261254874158026,0.0,1.0
2025-02-28,REMAINING_UNIVERSE,17,-0.0553072295651707,-0.06671423746654914,0.058823529411764705,0.11764705882352941
