replacement_signal_date,outgoing_family,incoming_family,review_periods_before_replacement,diagnostic_signal_date,frozen_composite_score,RS21,RS42,RS63,short_composite,relative_line_slope_change_rank,rotation_state,portfolio_decision_changed_by_diagnostic,warning
2021-09-30,GLOBAL_CYBERSECURITY,GLOBAL_OIL_GAS,1,2021-08-31,0.8333333333333333,0.0264060436222886,0.06651460787902641,0.1040176430832962,0.9791666666666666,0.2857142857142857,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,1,2021-10-29,1.0,0.037213413369353354,0.29562293138921447,0.25805607512775364,0.9583333333333334,0.07142857142857142,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,2,2021-09-30,0.9583333333333333,0.24913823393435153,0.2129192111399718,0.048679711310162466,0.9583333333333334,1.0,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,3,2021-08-31,0.4285714285714285,-0.02154923881766524,-0.16474281727138107,-0.15725675941391148,0.1875,0.9285714285714286,LAGGING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,GLOBAL_SEMICONDUCTORS,GLOBAL_OIL_GAS,1,2021-12-31,0.9777777777777777,-0.019376900640377337,0.11135433291534658,0.12426751574897144,0.8627450980392157,0.07692307692307693,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,GLOBAL_SEMICONDUCTORS,GLOBAL_OIL_GAS,2,2021-11-30,0.9583333333333333,0.13331445449438784,0.14648279903171035,0.13198657507867595,0.9791666666666666,1.0,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,GLOBAL_SEMICONDUCTORS,GLOBAL_OIL_GAS,3,2021-10-29,0.5958333333333333,-0.0033169184855189604,-0.007131092635973668,-0.014095709604947437,0.4375,0.5,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,1,2022-07-29,0.9298245614035088,-0.000317804807851485,-0.11070297290049302,0.06825291169635328,0.5488721804511277,1.0,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,2,2022-06-30,0.9824561403508771,-0.11042026018221152,0.06859251553542456,0.09334246780970057,0.6123642439431913,0.0625,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,3,2022-05-31,1.0,0.17973748534659273,0.2913245604555039,0.35266269640156933,1.0,0.6875,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,GLOBAL_INFRASTRUCTURE,GLOBAL_OIL_GAS,1,2022-08-31,0.8185185185185184,0.023871947996210174,-0.010840204572498902,0.03204046043344855,0.5333333333333333,0.7222222222222222,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,GLOBAL_INFRASTRUCTURE,GLOBAL_OIL_GAS,2,2022-07-29,0.7975146198830408,-0.011250313642787724,0.01905171431013497,0.02391565179573507,0.656641604010025,0.4444444444444444,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,GLOBAL_INFRASTRUCTURE,GLOBAL_OIL_GAS,3,2022-06-30,0.8676900584795321,0.03064681422510729,0.035566095164168976,0.08645825432180065,0.8137009189640768,0.5625,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,GLOBAL_OIL_GAS,EUROPE_BANKS,1,2022-10-31,1.0,0.13078406169665824,0.09039277814312174,0.24193648599321094,0.9682539682539683,1.0,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,GLOBAL_OIL_GAS,EUROPE_BANKS,2,2022-09-30,0.9833333333333332,-0.03571971424228637,0.09829677306361795,0.094502435629783,0.7666666666666666,0.05263157894736842,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,GLOBAL_OIL_GAS,EUROPE_BANKS,3,2022-08-31,0.7666666666666666,0.1389808433142412,0.13504595271253872,-0.03121360128802597,0.7333333333333333,0.9444444444444444,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,1,2023-02-28,1.0,0.07480301420463253,0.16583545380209386,0.2609286339587371,1.0,0.8947368421052632,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,2,2023-01-31,0.9449112978524742,0.10380021047562127,0.18187498733195673,0.2914200853963642,0.9206349206349206,0.1111111111111111,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,3,2022-12-30,0.9629629629629629,0.07073270698389655,0.1699762992796483,0.25617640901316086,0.9393939393939394,0.8421052631578947,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,GLOBAL_SEMICONDUCTORS,GLOBAL_URANIUM_NUCLEAR,1,2023-08-31,0.8629148629148629,-0.006534583734222665,0.010014367633865984,0.012000905995275035,0.6515151515151515,0.75,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,GLOBAL_SEMICONDUCTORS,GLOBAL_URANIUM_NUCLEAR,2,2023-07-31,0.9689754689754689,0.011497916165550848,0.00031331900852027417,0.18846676587404865,0.6594202898550724,0.2,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,GLOBAL_SEMICONDUCTORS,GLOBAL_URANIUM_NUCLEAR,3,2023-06-30,1.0,-0.01105745941566516,0.1749572064165612,0.1027474108043116,0.8030303030303031,0.05,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-12-29,GLOBAL_URANIUM_NUCLEAR,GLOBAL_AI,1,2023-11-30,0.9848484848484849,-0.06159063856545188,-0.006255231662794292,0.18255643692437196,0.5,0.19047619047619047,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-12-29,GLOBAL_URANIUM_NUCLEAR,GLOBAL_AI,2,2023-10-31,0.9848484848484849,0.02869491681591696,0.26582568743526225,0.48755229554913937,0.9393939393939394,0.05,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-12-29,GLOBAL_URANIUM_NUCLEAR,GLOBAL_AI,3,2023-09-29,0.9696969696969696,0.31114194349447355,0.4859901032164844,0.4924383441591138,1.0,1.0,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-01-31,GLOBAL_AI,GLOBAL_SEMICONDUCTORS,1,2023-12-29,0.984126984126984,0.13158345430089602,0.2311792472980485,0.2295287884222983,0.9841269841269842,0.7142857142857143,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-01-31,GLOBAL_AI,GLOBAL_SEMICONDUCTORS,2,2023-11-30,0.8181818181818181,0.0963919164401974,0.09226288370059565,0.04686963495306773,0.9090909090909092,0.7142857142857143,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-01-31,GLOBAL_AI,GLOBAL_SEMICONDUCTORS,3,2023-10-31,0.5151515151515151,-0.011341592122024458,-0.038154360123173525,-0.1148741566965743,0.4393939393939394,0.85,LAGGING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-04-30,GLOBAL_SEMICONDUCTORS,EUROPE_BANKS,1,2024-03-28,1.0,0.02648862189838841,0.07253218756071633,0.12301623224372848,0.8484848484848485,0.09523809523809523,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-04-30,GLOBAL_SEMICONDUCTORS,EUROPE_BANKS,2,2024-02-29,1.0,0.0746731418104698,0.13107757446843693,0.15358596411304526,0.9696969696969697,0.19047619047619047,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
