module_id,review_date,monthly_incumbent,prior_realised_vol_63,volatility_floor,target_volatility,target_risky_weight,target_cash_weight,execution_status,execution_date,warning
VOL_TARGET_0_1,2021-08-31,GLOBAL_CYBERSECURITY,,0.05,0.1,0.0,1.0,PLANNED,2021-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-30,GLOBAL_OIL_GAS,0.33309130991595925,0.05,0.1,0.3002179793439539,0.6997820206560461,PLANNED,2021-10-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-29,GLOBAL_OIL_GAS,0.3125592464560893,0.05,0.1,0.3199393431288195,0.6800606568711804,PLANNED,2021-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-11-30,GLOBAL_SEMICONDUCTORS,0.22451660516072725,0.05,0.1,0.44540135429364736,0.5545986457063526,PLANNED,2021-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-12-31,GLOBAL_SEMICONDUCTORS,0.28490310051096723,0.05,0.1,0.35099653117376495,0.649003468826235,PLANNED,2022-01-04,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-01-31,GLOBAL_OIL_GAS,0.3830653588775289,0.05,0.1,0.26105205725995007,0.7389479427400499,PLANNED,2022-02-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-02-28,GLOBAL_OIL_GAS,0.37936397896482454,0.05,0.1,0.2635990909650181,0.7364009090349819,PLANNED,2022-03-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-03-31,GLOBAL_OIL_GAS,0.3416874676456683,0.05,0.1,0.2926651091098855,0.7073348908901145,PLANNED,2022-04-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-04-29,GLOBAL_OIL_GAS,0.35323688847885987,0.05,0.1,0.2830961410362007,0.7169038589637993,PLANNED,2022-05-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-05-31,GLOBAL_OIL_GAS,0.40846748838547714,0.05,0.1,0.244817526102906,0.755182473897094,PLANNED,2022-06-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-06-30,GLOBAL_OIL_GAS,0.4655371901292655,0.05,0.1,0.2148056097778849,0.7851943902221151,PLANNED,2022-07-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-07-29,GLOBAL_OIL_GAS,0.482511724434011,0.05,0.1,0.2072488499990349,0.7927511500009651,PLANNED,2022-08-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-08-31,GLOBAL_INFRASTRUCTURE,0.1482937680470863,0.05,0.1,0.6743371708529785,0.3256628291470215,PLANNED,2022-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-09-30,GLOBAL_OIL_GAS,0.38405320941644994,0.05,0.1,0.2603805867211606,0.7396194132788394,PLANNED,2022-10-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-10-31,GLOBAL_OIL_GAS,0.3486466457195701,0.05,0.1,0.28682335317929275,0.7131766468207072,PLANNED,2022-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-11-30,EUROPE_BANKS,0.2538679093469825,0.05,0.1,0.3939056348524998,0.6060943651475001,PLANNED,2022-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-12-30,EUROPE_BANKS,0.1915395527555974,0.05,0.1,0.5220853790318652,0.47791462096813475,PLANNED,2023-01-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-01-31,EUROPE_BANKS,0.17034446073180282,0.05,0.1,0.587045798674041,0.41295420132595895,PLANNED,2023-02-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-02-28,EUROPE_BANKS,0.18089528509492406,0.05,0.1,0.5528060056818254,0.44719399431817464,PLANNED,2023-03-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-03-31,GLOBAL_SEMICONDUCTORS,0.29759165847186914,0.05,0.1,0.3360309240974671,0.663969075902533,PLANNED,2023-04-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-04-28,GLOBAL_SEMICONDUCTORS,0.2671578926929086,0.05,0.1,0.37431048355718066,0.6256895164428193,PLANNED,2023-05-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-05-31,GLOBAL_SEMICONDUCTORS,0.31603952533011453,0.05,0.1,0.3164161188242086,0.6835838811757914,PLANNED,2023-06-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-06-30,GLOBAL_SEMICONDUCTORS,0.2895361893440381,0.05,0.1,0.34537996865454407,0.654620031345456,PLANNED,2023-07-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-07-31,GLOBAL_SEMICONDUCTORS,0.2972387887795988,0.05,0.1,0.33642984622087646,0.6635701537791235,PLANNED,2023-08-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-08-31,GLOBAL_SEMICONDUCTORS,0.22849090735029803,0.05,0.1,0.43765417696333364,0.5623458230366664,PLANNED,2023-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-09-29,GLOBAL_URANIUM_NUCLEAR,0.28491174868179137,0.05,0.1,0.3509858770748227,0.6490141229251774,PLANNED,2023-10-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-10-31,GLOBAL_URANIUM_NUCLEAR,0.3285941259070191,0.05,0.1,0.3043268035421199,0.6956731964578802,PLANNED,2023-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-11-30,GLOBAL_URANIUM_NUCLEAR,0.35504521493793034,0.05,0.1,0.2816542676613236,0.7183457323386764,PLANNED,2023-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-12-29,GLOBAL_AI,0.20904961648016257,0.05,0.1,0.478355338238515,0.5216446617614849,PLANNED,2024-01-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
