date,event_value,event_currency,event_value_price_units,raw_close_prior,raw_close_event_date,split_ratio,manual_total_return,stored_total_return,absolute_error,validation_status,validation_note,event_unit_resolution,declaration_date,record_date,payment_date,distribution_period,unadjusted_value,listing_id,share_class_id,economic_exposure_family_id,ticker,isin,eodhd_symbol,price_unit,accumulating_distributing
2022-07-14,0.0042,GBP,0.42,965.7,963.45,1.0,-0.0018949984467225844,-0.0018958431759855676,8.447292629831793e-07,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.0042,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2023-01-19,0.0464,GBP,4.64,945.95,941.8,1.0,0.0005179977800093827,0.0005205000337349386,2.502253725555903e-06,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.0464,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2023-07-20,0.1468,GBP,14.680000000000001,929.15,913.75,1.0,-0.0007749017919603807,-0.0007873477535617068,1.2445961601326161e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1468,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2024-01-18,0.1686,GBP,16.86,947.65,932.0,1.0,0.001276842716192661,0.001300010835397103,2.316811920444195e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1686,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2024-07-11,0.1766,GBP,17.66,944.55,928.3,1.0,0.0014927743369859137,0.0015212298856557283,2.845554866981459e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1766,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2025-01-16,0.1884,GBP,18.84,941.95,924.9,1.0,0.0019003131801049733,0.0019391140911484417,3.880091104346839e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1884,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2025-07-17,0.1864,GBP,18.64,952.6,933.65,1.0,-0.00032542515221500867,-0.00033193035360101764,6.505201386008963e-06,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1864,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2026-01-15,0.1835,GBP,18.35,956.0,937.05,1.0,-0.000627615062761544,-0.0006399678222396288,1.2352759478084785e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1835,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2026-07-16,0.1785,GBP,17.849999999999998,942.4,923.85,1.0,-0.0007427843803055056,-0.0007571250878805058,1.4340707575000167e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.1785,LIST-0407F4009660A2F8,SC-945CCA93631B8B7B,UK_GILTS_SHORT,UKG5,IE00BLRPQK69,UKG5.LSE,GBX,NOT_DETERMINED
2019-04-11,0.006,GBP,0.6,1510.1,1467.9,1.0,-0.027547844513608366,-0.02755877625846226,1.0931744853892589e-05,PASS,Distribution was used only for independent validation; authoritative return remains adjusted-close pct-change.,DECLARED_EVENT_CURRENCY_TO_PRICE_UNIT,,,,,0.006,LIST-0471EE5CA700D18D,SC-31AB294D8690C50F,US_FINANCIALS,XSFN,IE00BCHWNT26,XSFN.LSE,GBX,NOT_DETERMINED
