module_id,family,module_contribution,baseline_contribution,contribution_retention,warning
A4_BASELINE,GLOBAL_SILVER_MINERS,1.0692558825132064,1.0692558825132064,1.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
A4_BASELINE,EUROPE_BANKS,0.4175030683443961,0.4175030683443961,1.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
A4_BASELINE,GLOBAL_SEMICONDUCTORS,0.39177722612341626,0.39177722612341626,1.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_A,GLOBAL_SILVER_MINERS,0.23886074226678927,1.0692558825132064,0.22338969200278316,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_A,EUROPE_BANKS,0.1462253056557261,0.4175030683443961,0.35023767905606296,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_A,GLOBAL_SEMICONDUCTORS,-0.07995037188706311,0.39177722612341626,-0.20407100401971154,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_B,GLOBAL_SILVER_MINERS,0.7272594033932447,1.0692558825132064,0.6801546900858526,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_B,EUROPE_BANKS,0.3482176621034275,0.4175030683443961,0.8340481507939113,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_B,GLOBAL_SEMICONDUCTORS,0.3708490499834184,0.39177722612341626,0.9465814377546153,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_C,GLOBAL_SILVER_MINERS,0.31754520821133225,1.0692558825132064,0.2969777519156274,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_C,EUROPE_BANKS,0.21273685055813574,0.4175030683443961,0.5095455978365414,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_C,GLOBAL_SEMICONDUCTORS,-0.09891060001088348,0.39177722612341626,-0.2524664360651862,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,GLOBAL_SILVER_MINERS,0.3319788316808442,1.0692558825132064,0.3104765071767037,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EUROPE_BANKS,0.16830682870639424,0.4175030683443961,0.40312716592434433,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,GLOBAL_SEMICONDUCTORS,0.05349249990261484,0.39177722612341626,0.1365380536074443,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_B_21_WARNING_50_FAILURE,GLOBAL_SILVER_MINERS,0.2808773609200773,1.0692558825132064,0.2626848872319468,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_B_21_WARNING_50_FAILURE,EUROPE_BANKS,0.18119766299256568,0.4175030683443961,0.43400318879356514,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_B_21_WARNING_50_FAILURE,GLOBAL_SEMICONDUCTORS,0.06752193275167462,0.39177722612341626,0.17234777380960908,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_C_ABSOLUTE_AND_RELATIVE,GLOBAL_SILVER_MINERS,0.40734182250106565,1.0692558825132064,0.3809582244650729,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_C_ABSOLUTE_AND_RELATIVE,EUROPE_BANKS,0.2029608057027894,0.4175030683443961,0.48613009362452897,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_C_ABSOLUTE_AND_RELATIVE,GLOBAL_SEMICONDUCTORS,0.08892375697923116,0.39177722612341626,0.22697530905285118,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_D_RELATIVE_ONLY,GLOBAL_SILVER_MINERS,0.6685442685422807,1.0692558825132064,0.6252425443486148,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_D_RELATIVE_ONLY,EUROPE_BANKS,0.33101231747869386,0.4175030683443961,0.7928380473736867,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_D_RELATIVE_ONLY,GLOBAL_SEMICONDUCTORS,0.3152354809721516,0.39177722612341626,0.8046294168024132,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,GLOBAL_SILVER_MINERS,0.19166591168574496,1.0692558825132064,0.17925167849930224,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,EUROPE_BANKS,0.15250525631212503,0.4175030683443961,0.3652793664891685,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,GLOBAL_SEMICONDUCTORS,0.09937636638406411,0.39177722612341626,0.25365529121582714,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,GLOBAL_SILVER_MINERS,0.24592878186652767,1.0692558825132064,0.2299999334943946,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,EUROPE_BANKS,0.18988817766487448,0.4175030683443961,0.45481863981952037,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,GLOBAL_SEMICONDUCTORS,0.12762371217923574,0.39177722612341626,0.325755821598043,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_15,GLOBAL_SILVER_MINERS,0.3023237232046441,1.0692558825132064,0.2827421650410328,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_15,EUROPE_BANKS,0.2267048128787783,0.4175030683443961,0.5430015491329772,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_15,GLOBAL_SEMICONDUCTORS,0.1570258359587286,0.39177722612341626,0.40080388927268296,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_25,GLOBAL_SILVER_MINERS,0.24128360501759,1.0692558825132064,0.225655625527606,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_25,EUROPE_BANKS,0.10120570473530363,0.4175030683443961,0.24240709208828992,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_25,GLOBAL_SEMICONDUCTORS,0.077417912710015,0.39177722612341626,0.19760697546423253,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_50,GLOBAL_SILVER_MINERS,0.5092687691261891,1.0692558825132064,0.476283345693821,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_50,EUROPE_BANKS,0.206979775212504,0.4175030683443961,0.4957562971531684,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_50,GLOBAL_SEMICONDUCTORS,0.17331620057105662,0.39177722612341626,0.4423845721865905,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_75,GLOBAL_SILVER_MINERS,0.7902497639925212,1.0692558825132064,0.7390651544839744,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_75,EUROPE_BANKS,0.313606654727566,0.4175030683443961,0.7511481435841173,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_75,GLOBAL_SEMICONDUCTORS,0.2808871028151706,0.39177722612341626,0.7169561783733864,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_100,GLOBAL_SILVER_MINERS,1.0692558825132064,1.0692558825132064,1.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_100,EUROPE_BANKS,0.4175030683443961,0.4175030683443961,1.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_100,GLOBAL_SEMICONDUCTORS,0.39177722612341603,0.39177722612341626,0.9999999999999994,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
