signal_id,signal_family,registry_class,universe_id,cohort_id,frequency_id,authorised_family_count,scheduled_observation_dates,dates_with_minimum_cross_section,minimum_signal_family_count,median_signal_family_count,mean_signal_family_count,maximum_signal_family_count,first_eligible_date,last_eligible_date,status,historical_eligibility_warning
ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,MONTH_END,72,316,96,0,2.0,6.610759493670886,43,2007-09-28,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,WEEKLY_WEDNESDAY,72,1373,365,0,2.0,5.923525127458121,38,2010-03-03,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,MONTH_END,72,316,84,0,2.0,5.870253164556962,38,2010-03-31,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_210,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,WEEKLY_WEDNESDAY,72,1373,415,0,2.0,6.651857246904589,43,2007-09-26,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_210,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,MONTH_END,72,316,96,0,2.0,6.610759493670886,43,2007-09-28,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,WEEKLY_WEDNESDAY,72,1373,365,0,2.0,5.923525127458121,38,2010-03-03,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL,MONTH_END,72,316,84,0,2.0,5.870253164556962,38,2010-03-31,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,747,0,7.0,24.68463219227968,72,2010-03-10,2026-08-19,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,175,0,7.0,25.39873417721519,72,2010-03-31,2026-08-21,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,541,0,3.0,15.244719592134013,72,2010-06-02,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,129,0,3.0,16.332278481012658,72,2010-06-30,2026-08-21,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,382,0,0.0,9.222141296431172,72,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,91,0,0.0,9.664556962025317,72,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,382,0,0.0,9.222141296431172,72,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,91,0,0.0,9.664556962025317,72,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,382,0,0.0,9.222141296431172,72,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,91,0,0.0,9.664556962025317,72,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,382,0,0.0,9.222141296431172,72,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,91,0,0.0,9.664556962025317,72,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,382,0,0.0,9.222141296431172,72,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,91,0,0.0,9.664556962025317,72,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,280,0,0.0,5.222869628550619,41,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,64,0,0.0,5.177215189873418,41,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,425,0,3.0,10.804806991988347,72,2010-08-04,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,102,0,3.0,11.518987341772151,72,2010-07-30,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,343,0,0.0,7.813546977421704,72,2011-11-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,81,0,0.0,8.14873417721519,72,2011-11-30,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,289,0,0.0,5.603058994901676,42,2012-02-15,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,66,0,0.0,5.560126582278481,42,2012-02-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_294,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,271,0,0.0,4.903860160233067,38,2012-06-20,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_294,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,62,0,0.0,4.848101265822785,38,2012-06-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,289,0,0.0,5.603058994901676,42,2012-02-15,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,66,0,0.0,5.560126582278481,42,2012-02-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,271,0,0.0,4.903860160233067,38,2012-06-20,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,62,0,0.0,4.848101265822785,38,2012-06-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,289,0,0.0,5.603058994901676,42,2012-02-15,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,66,0,0.0,5.560126582278481,42,2012-02-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,271,0,0.0,4.903860160233067,38,2012-06-20,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,62,0,0.0,4.848101265822785,38,2012-06-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_210,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,289,0,0.0,5.603058994901676,42,2012-02-15,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_210,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,66,0,0.0,5.560126582278481,42,2012-02-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,WEEKLY_WEDNESDAY,72,1373,271,0,0.0,4.903860160233067,38,2012-06-20,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,GLOBAL_CATEGORY_NEUTRAL,MONTH_END,72,316,62,0,0.0,4.848101265822785,38,2012-06-29,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,747,0,7.0,13.557902403495994,31,2010-03-10,2026-08-19,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,175,0,7.0,13.879746835443038,31,2010-03-31,2026-08-21,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,541,0,3.0,9.035688273852877,31,2010-06-02,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,129,0,3.0,9.525316455696203,31,2010-06-30,2026-08-21,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,382,0,2.0,6.1595047341587765,31,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,91,0,2.0,6.367088607594937,31,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,1.0,4.200291332847779,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,64,0,1.0,4.167721518987341,25,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,1.0,4.200291332847779,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,64,0,1.0,4.167721518987341,25,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,382,0,2.0,6.093954843408595,31,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,91,0,2.0,6.2974683544303796,31,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,0.0,4.1005098324836124,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,64,0,0.0,4.069620253164557,25,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,382,0,2.0,6.1595047341587765,31,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,91,0,2.0,6.367088607594937,31,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,1.0,4.200291332847779,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,64,0,1.0,4.167721518987341,25,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,382,0,2.0,6.1595047341587765,31,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,91,0,2.0,6.367088607594937,31,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,1.0,4.200291332847779,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,64,0,1.0,4.167721518987341,25,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,1.0,4.200291332847779,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,64,0,1.0,4.167721518987341,25,2012-04-30,2017-07-31,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,382,0,2.0,6.1595047341587765,31,2011-02-16,2026-04-29,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,MONTH_END,31,316,91,0,2.0,6.367088607594937,31,2011-02-28,2026-04-30,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE_EXTENDED,GEOGRAPHY,WEEKLY_WEDNESDAY,31,1373,280,0,1.0,4.200291332847779,25,2012-04-18,2017-08-23,COVERAGE_AVAILABLE,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
