module_id,review_date,execution_date,counterfactual_end_date,family,prior_realised_vol_63,target_volatility,risky_weight,cash_weight,subsequent_asset_return,subsequent_cash_return,avoided_loss,foregone_upside,net_effect_before_incremental_cost,warning
VOL_TARGET_0_1,2021-08-31,2021-09-01,2021-10-01,GLOBAL_CYBERSECURITY,,0.1,0.0,1.0,-0.033066444837266507,4.111110870108625e-05,0.03310755594596759,0.0,0.03310755594596759,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-30,2021-10-01,2021-11-01,GLOBAL_OIL_GAS,0.33309130991595925,0.1,0.3002179793439539,0.6997820206560461,0.09438725966207095,4.2647732847900244e-05,0.0,0.06602066317384223,-0.06602066317384223,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-29,2021-11-01,2021-12-01,GLOBAL_OIL_GAS,0.3125592464560893,0.1,0.3199393431288195,0.6800606568711804,-0.03602484472049716,3.843010769921662e-05,0.024525214368589135,0.0,0.024525214368589135,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-11-30,2021-12-01,2022-01-04,GLOBAL_SEMICONDUCTORS,0.22451660516072725,0.1,0.44540135429364736,0.5545986457063526,-0.02904684860240847,0.00011796265795149807,0.016174764827277022,0.0,0.016174764827277022,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-12-31,2022-01-04,2022-02-01,GLOBAL_SEMICONDUCTORS,0.28490310051096723,0.1,0.35099653117376495,0.649003468826235,-0.10348779937673491,0.0001500507304108556,0.067261324221231,0.0,0.067261324221231,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-01-31,2022-02-01,2022-03-01,GLOBAL_OIL_GAS,0.3830653588775289,0.1,0.26105205725995007,0.7389479427400499,0.05144745122718675,0.00032698663186359056,0.0,0.03777536214462961,-0.03777536214462961,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-02-28,2022-03-01,2022-04-01,GLOBAL_OIL_GAS,0.37936397896482454,0.1,0.2635990909650181,0.7364009090349819,0.11297321562172691,0.0004774979630757237,0.0,0.08284194874637339,-0.08284194874637339,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-03-31,2022-04-01,2022-05-03,GLOBAL_OIL_GAS,0.3416874676456683,0.1,0.2926651091098855,0.7073348908901145,0.043022317827372314,0.0006036374871116745,0.0,0.030004212630180903,-0.030004212630180903,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-04-29,2022-05-03,2022-06-01,GLOBAL_OIL_GAS,0.35323688847885987,0.1,0.2830961410362007,0.7169038589637993,0.13392626965712773,0.0007296945672363719,0.0,0.09548913868270457,-0.09548913868270457,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-05-31,2022-06-01,2022-07-01,GLOBAL_OIL_GAS,0.40846748838547714,0.1,0.244817526102906,0.755182473897094,-0.18324428782539515,0.0008703579729394395,0.1390401536946735,0.0,0.1390401536946735,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-06-30,2022-07-01,2022-08-01,GLOBAL_OIL_GAS,0.4655371901292655,0.1,0.2148056097778849,0.7851943902221151,0.05956854558107172,0.0010058794136365012,0.0,0.04598307695112059,-0.04598307695112059,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-07-29,2022-08-01,2022-09-01,GLOBAL_OIL_GAS,0.482511724434011,0.1,0.2072488499990349,0.7927511500009651,0.12741363457244126,0.0013839415398630983,0.0,0.09991018408584496,-0.09991018408584496,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-08-31,2022-09-01,2022-10-03,GLOBAL_INFRASTRUCTURE,0.1482937680470863,0.1,0.6743371708529785,0.3256628291470215,-0.07661078372924779,0.001618652171676782,0.02547641941807067,0.0,0.02547641941807067,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-09-30,2022-10-03,2022-11-01,GLOBAL_OIL_GAS,0.38405320941644994,0.1,0.2603805867211606,0.7396194132788394,0.13851271085768646,0.0017193296109017098,0.0,0.10117504037817553,-0.10117504037817553,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-10-31,2022-11-01,2022-12-01,GLOBAL_OIL_GAS,0.3486466457195701,0.1,0.28682335317929275,0.7131766468207072,-0.06782136894824697,0.002334517747101472,0.050033540028122075,0.0,0.050033540028122075,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-11-30,2022-12-01,2023-01-03,EUROPE_BANKS,0.2538679093469825,0.1,0.3939056348524998,0.6060943651475001,0.10234172353233029,0.002865555202128167,0.0,0.060291945091399714,-0.060291945091399714,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2022-12-30,2023-01-03,2023-02-01,EUROPE_BANKS,0.1915395527555974,0.1,0.5220853790318652,0.47791462096813475,0.13579712653626452,0.0026812015666064504,0.0,0.0636180468266968,-0.0636180468266968,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-01-31,2023-02-01,2023-03-01,EUROPE_BANKS,0.17034446073180282,0.1,0.587045798674041,0.41295420132595895,0.03086184561456995,0.0029460365733222638,0.0,0.011527950626996422,-0.011527950626996422,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-02-28,2023-03-01,2023-04-03,EUROPE_BANKS,0.18089528509492406,0.1,0.5528060056818254,0.44719399431817464,-0.12337374334713191,0.0035612782436786894,0.05676457932405833,0.0,0.05676457932405833,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-03-31,2023-04-03,2023-05-02,GLOBAL_SEMICONDUCTORS,0.29759165847186914,0.1,0.3360309240974671,0.663969075902533,-0.0645468202303453,0.0032569251810028454,0.04501959018350344,0.0,0.04501959018350344,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-04-28,2023-05-02,2023-06-01,GLOBAL_SEMICONDUCTORS,0.2671578926929086,0.1,0.37431048355718066,0.6256895164428193,0.18007601306139942,0.0035080365134916303,0.0,0.11047673186554749,-0.11047673186554749,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-05-31,2023-06-01,2023-07-03,GLOBAL_SEMICONDUCTORS,0.31603952533011453,0.1,0.3164161188242086,0.6835838811757914,0.0277840780222276,0.00395041390968065,0.0,0.016292308616695016,-0.016292308616695016,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-06-30,2023-07-03,2023-08-01,GLOBAL_SEMICONDUCTORS,0.2895361893440381,0.1,0.34537996865454407,0.654620031345456,0.03696347787708332,0.0038310190289922996,0.0,0.021689171249689373,-0.021689171249689373,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2023-07-31,2023-08-01,2023-09-01,GLOBAL_SEMICONDUCTORS,0.2972387887795988,0.1,0.33642984622087646,0.6635701537791235,-0.01751528260773083,0.004288424709405936,0.014468289417387446,0.0,0.014468289417387446,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
