analysis_context_id,analysis_context_type,signal_id,forward_horizon_sessions,mean_contemporaneous_count,ic_observation_count,mean_spearman_ic,median_spearman_ic,ic_positive_frequency,ic_hac_t_statistic,ic_hac_p_value,ic_ci_low,ic_ci_high,top_bottom_observation_count,top_bottom_mean,top_bottom_median,top_bottom_positive_frequency,top_bottom_hac_t_statistic,top_bottom_hac_p_value,bucket_date_count,warning,bucket_count,bucket_1_mean_forward_return,bucket_2_mean_forward_return,bucket_3_mean_forward_return,bucket_4_mean_forward_return,bucket_5_mean_forward_return,bucket_monotonicity_fraction
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,5,42.667820069204154,289,-0.003680528167502747,0.006128584643848253,0.5017301038062284,-0.22023617477553314,0.82568722479301,-0.03643492312438421,0.029073866789378715,289,0.00023816667126194959,0.0009869377983244831,0.5190311418685121,0.1309117897157505,0.8958450881059244,289,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.0021835778792988754,0.0016316162653498341,0.001695163484177465,0.0023098249828154144,0.002052683958052132,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,10,41.888888888888886,279,0.003990516167075172,-0.005544257372782094,0.4767025089605735,0.20382820865527482,0.8384877482470352,-0.03438134619089661,0.042362378525046956,279,0.002118042588482764,-0.0012100840202884378,0.48028673835125446,0.6789689270797464,0.4971575504626645,279,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.0035355974183118185,0.0027441857320093478,0.003841601055671635,0.00395676755119513,0.0043829360130726875,0.75
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,21,40.06949806949807,259,0.017048601964522004,0.019794721407624633,0.525096525096525,0.6286870150443011,0.5295539807281741,-0.036101288263236775,0.07019849219228079,259,0.009220210188931982,0.0002161766241011165,0.5057915057915058,1.6212306372757634,0.10496818447492652,259,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.004799378200745113,0.004275050256750626,0.005836671866886928,0.0056348140333865185,0.007936423362576547,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,42,37.108225108225106,231,0.01890636712272637,0.047430830039525654,0.5411255411255411,0.5455867142495542,0.5853500589157206,-0.04901280625744934,0.08682554050290209,231,0.012700635797791427,0.012508938708274187,0.5714285714285714,1.2802081083561636,0.20047195501745074,231,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.010774618090176182,0.009982530369326718,0.013688458357366026,0.010985967335488029,0.015164762563235639,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,63,33.851485148514854,202,0.023158689580819947,0.03072699851284244,0.5594059405940595,0.5705711524891594,0.568290377773292,-0.05639352281115251,0.1027109019727924,202,0.0018065827329090771,0.004644399739560212,0.5148514851485149,0.15174402297853357,0.879388833884095,202,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.024203952625623037,0.022422378399763437,0.027867202464524586,0.023878228861211832,0.026350095689124952,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,126,30.849162011173185,179,0.027386562655040313,0.03179487179487179,0.5363128491620112,0.5922122246819699,0.5537084843697007,-0.06325100649182107,0.1180241318019017,179,0.014356784017416068,0.011355826812339043,0.5307262569832403,0.7349793330092066,0.46235208083166734,179,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.045860268620955755,0.055511930853988964,0.05921789320319533,0.058184155458868764,0.057448399529460674,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,DISCRETE_RECENT_CONSISTENCY,5,47.91029023746702,379,0.008152615937430472,0.010901001112347073,0.5145118733509235,0.5639184264987559,0.5728096490778981,-0.02018274759441934,0.036487979469280285,379,-0.00036363073036889144,-7.824890606034085e-05,0.49604221635883905,-0.23930664216713857,0.8108678153190519,379,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.0017120900607914293,0.0016603805492212444,0.0024282341237419785,0.001881347507368304,0.0022835878149140825,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,DISCRETE_RECENT_CONSISTENCY,10,47.21212121212121,363,0.009254458383130803,0.03310104529616728,0.5316804407713499,0.5300186875936083,0.5960989740829312,-0.024967740856132195,0.043476657622393805,363,0.00046944526941698636,-0.0018173066869262566,0.46831955922865015,0.1943831064514225,0.8458759167375143,363,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.0031638632402124023,0.00341631776223769,0.003512387310213035,0.0034271912817136854,0.004164179646558729,0.75
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,DISCRETE_RECENT_CONSISTENCY,21,45.6,330,-0.0045942203160263305,0.03127996664582031,0.5515151515151515,-0.17950706412451345,0.8575395710519315,-0.05475662701779233,0.045568186385739666,330,0.0018994957243522119,-0.0010276570303971444,0.4909090909090909,0.4457628084135916,0.6557685896686196,330,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.005360760122956544,0.006361132572001018,0.006116331612822292,0.006483763318183818,0.006700323455251259,0.75
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,DISCRETE_RECENT_CONSISTENCY,42,43.35690235690236,297,-0.015086960083643176,0.020154258886653273,0.5286195286195287,-0.4600991008928241,0.6454450894255948,-0.07935550210590213,0.049181581938615784,297,0.0032468756879596985,-0.005559664608399517,0.4612794612794613,0.407942131812248,0.6833161601221038,297,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.011447291810493011,0.011414518698514798,0.012088559079618423,0.011718593559254174,0.014296610759015569,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,DISCRETE_RECENT_CONSISTENCY,63,40.68939393939394,264,0.005274579156248607,-0.00020625404148630247,0.5,0.13450188760519535,0.8930057185600241,-0.07158668549899637,0.0821358438114936,264,0.008068195547455392,-0.005346978792663715,0.48484848484848486,0.6376177691864374,0.5237225258341405,264,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.017133930911381722,0.019114571681003622,0.019859358873518716,0.018479390822419818,0.022417713030955876,0.75
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,DISCRETE_RECENT_CONSISTENCY,126,31.983957219251337,187,0.04780919674291089,0.06986062717770035,0.5614973262032086,0.7610496090872273,0.4466274367765132,-0.07531589605922617,0.17093428954504797,187,0.021544411212323134,0.008532544994094948,0.5401069518716578,0.8672577556053414,0.38580079741776274,187,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.05164535660056021,0.05005231573713344,0.05662789512768376,0.05539540653181789,0.059775090861688654,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,5,30.3121387283237,173,0.01181046336625705,0.025806451612903233,0.5202312138728323,0.4867405414345998,0.626442211124408,-0.03574687132866637,0.05936779806118048,173,0.00193866063704734,0.0018813623277365021,0.5260115606936416,0.8743121083025315,0.3819483070905506,173,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.0025702754267800058,0.0020706444830343226,0.0025799139372278406,0.003155035944962395,0.002729665580964033,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,10,30.232558139534884,172,0.014304407952929834,0.014853873724841487,0.5116279069767442,0.46617813777406025,0.6410879967246406,-0.045835959293332784,0.07444477519919246,172,0.0031184365979886565,0.001819063025488954,0.5174418604651163,0.8033277241730742,0.4217853376535571,172,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.004666359996159963,0.004330587160051574,0.00477567730385522,0.00582922702800315,0.00530935419424908,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,21,30.011834319526628,169,-0.0027020291749479714,0.012845849802371533,0.514792899408284,-0.06482319503646593,0.9483147733193803,-0.08439932695694302,0.07899526860704709,169,0.005441315460370696,0.0019452408739972782,0.5088757396449705,0.8680234121367835,0.38538151604577464,169,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.008208983360564191,0.0086071582606897,0.010233915865429235,0.009248939133201484,0.009920290106273849,0.75
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,42,29.684848484848484,165,-0.014580434428108241,-0.015262515262515274,0.47878787878787876,-0.3093240851574044,0.7570750114442926,-0.1069661480834096,0.0778052792271931,165,0.002560850600408139,-0.003419006924728518,0.4909090909090909,0.266513042664161,0.7898441159447642,165,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.017009318086078695,0.018383203960640835,0.021552522487653415,0.019396690727714848,0.018685175669634558,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,63,29.347826086956523,161,0.0243858470588448,0.04434782608695654,0.5403726708074534,0.5071519535946137,0.6120482039345252,-0.06985687768878088,0.11862857180647049,161,-0.002263902681200467,-0.00941156471287996,0.4782608695652174,-0.15503957295882753,0.8767901197698191,161,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.02454177961344338,0.025667924310020587,0.03183807409078084,0.03159495461521872,0.025313489666370034,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,126,28.16216216216216,148,0.005292988552965639,0.010967810240250609,0.5135135135135135,0.11657266561270088,0.9071986996909216,-0.08369928832317665,0.09428526542910794,148,-0.014100417717757946,-0.01805937890347581,0.4391891891891892,-0.5750663195228783,0.5652464452986857,148,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.05900477944813851,0.05321154850913518,0.06481424468793746,0.0633020468363248,0.04567837683604642,0.25
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,5,30.3121387283237,173,-0.0012165844238632656,0.018315018315018326,0.5260115606936416,-0.053372097026828894,0.9574354368624458,-0.045892768942635304,0.043459600094908776,173,0.0002900805346665723,-0.003233221437307199,0.4624277456647399,0.14917608517171485,0.8814146900959872,173,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.002411461571895917,0.002991434093121634,0.0026429306410260863,0.0024319877735810478,0.0026805200553067544,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,10,30.232558139534884,172,-0.0017291410900527506,-0.004097786271699329,0.4941860465116279,-0.05990846465685572,0.9522285381848428,-0.0582996821664028,0.05484139998629729,172,0.00018608984984323947,-0.0028491147468601707,0.45930232558139533,0.0559458081134944,0.9553849783524297,172,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.004874769170474533,0.005020165024152679,0.004910000908396779,0.0053528888270099545,0.0046975641282322915,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,21,30.011834319526628,169,-0.019010135259355333,0.0017094017094017055,0.5088757396449705,-0.45454671220531845,0.6494353787487868,-0.1009801054496611,0.06295983493095045,169,0.0017674074607129154,0.00022193631368883082,0.5029585798816568,0.29667107113167235,0.7667176451040779,169,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.009103047102674297,0.00850032191910522,0.01029858889674673,0.010389798405574515,0.007798933947471114,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,42,29.684848484848484,165,-0.02178920374133809,-0.017760617760617735,0.4727272727272727,-0.46178481553094736,0.6442356410095551,-0.11426962567926134,0.07069121819658515,165,0.005987715018810353,-0.004064271501878491,0.4909090909090909,0.6466748760770218,0.5178423866625483,165,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.018064804292473327,0.018416101313411048,0.022167672472258447,0.02023227240816365,0.01600642552973584,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,63,29.347826086956523,161,0.03136139547371047,0.05483870967741942,0.5527950310559007,0.7063298070363794,0.4799830611823729,-0.05566198230400821,0.11838477325142915,161,0.0070334851117145715,0.006772521839757628,0.5590062111801242,0.5753096439695853,0.565081900352339,161,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.024571316207356017,0.0284034316591906,0.03112352602926622,0.02888165290173418,0.0258948825470996,0.5
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,126,28.16216216216216,148,0.04216897681738659,0.05307851568721135,0.5608108108108109,1.0376333322010711,0.29944079359381814,-0.037483125001337984,0.12182107863611116,148,0.008559760949179283,0.010289287361647692,0.581081081081081,0.5024630061942861,0.6153418684888272,148,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.05182238865325313,0.057913982063638084,0.06381619128558733,0.06130024873552725,0.05225604336446731,0.5
